Person1_Age,Person2_Age,Person1_Gender,Person2_Gender,Same_Last_Name,Marital_Status,Living_Together_Duration,Household_Role_P1,Household_Role_P2,Relationship_Label
26,7,Female,Female,Yes,Single,15.9,Mother,Daughter,Mother-Daughter
52,30,Male,Male,Yes,Single,15.7,Father,Son,Father-Son
40,8,Male,Female,Yes,Single,28.4,Father,Daughter,Father-Daughter
74,25,Male,Female,Yes,Divorced,1.2,Grandfather,Granddaughter,Grandfather-Granddaughter
54,6,Male,Male,Yes,Divorced,16.7,Grandfather,Grandson,Grandfather-Grandson
56,7,Male,Male,Yes,Divorced,2.4,Grandfather,Grandson,Grandfather-Grandson
85,5,Male,Male,Yes,Single,11.3,Grandfather,Grandson,Grandfather-Grandson
49,68,Male,Female,No,Single,18.9,Roommate,Roommate,Unrelated
24,31,Male,Male,Yes,Single,7.6,Brother,Brother,Brother-Brother
40,54,Male,Male,No,Single,7.0,Roommate,Roommate,Unrelated
31,34,Male,Female,Yes,Single,2.0,Brother,Sister,Brother-Sister
7,8,Male,Female,Yes,Single,17.2,Brother,Sister,Brother-Sister
70,35,Male,Female,Yes,Divorced,11.0,Grandfather,Granddaughter,Grandfather-Granddaughter
56,48,Male,Male,Yes,Single,2.3,Brother,Brother,Brother-Brother
71,3,Female,Female,Yes,Single,21.1,Grandmother,Granddaughter,Grandmother-Granddaughter
58,13,Male,Male,Yes,Widowed,15.5,Grandfather,Grandson,Grandfather-Grandson
36,13,Female,Female,Yes,Widowed,3.3,Mother,Daughter,Mother-Daughter
82,16,Male,Male,Yes,Divorced,0.5,Grandfather,Grandson,Grandfather-Grandson
19,20,Female,Female,Yes,Single,4.0,Sister,Sister,Sister-Sister
68,46,Male,Female,Yes,Single,2.6,Father,Daughter,Father-Daughter
57,53,Male,Male,Yes,Single,12.9,Brother,Brother,Brother-Brother
58,15,Male,Male,Yes,Married,25.8,Grandfather,Grandson,Grandfather-Grandson
68,16,Female,Female,Yes,Widowed,24.2,Grandmother,Granddaughter,Grandmother-Granddaughter
69,19,Male,Male,Yes,Divorced,3.1,Father,Son,Father-Son
46,9,Female,Female,Yes,Married,0.5,Mother,Daughter,Mother-Daughter
39,2,Female,Male,Yes,Widowed,9.8,Mother,Son,Mother-Son
58,1,Male,Female,Yes,Divorced,9.5,Grandfather,Granddaughter,Grandfather-Granddaughter
45,52,Male,Male,Yes,Single,14.3,Brother,Brother,Brother-Brother
60,17,Female,Female,Yes,Single,22.5,Mother,Daughter,Mother-Daughter
52,44,Male,Female,Yes,Married,10.0,Husband,Wife,Husband-Wife
13,18,Male,Female,Yes,Single,18.0,Brother,Sister,Brother-Sister
34,3,Female,Male,Yes,Widowed,8.6,Mother,Son,Mother-Son
59,9,Male,Female,Yes,Divorced,2.7,Grandfather,Granddaughter,Grandfather-Granddaughter
28,6,Female,Female,Yes,Married,17.8,Mother,Daughter,Mother-Daughter
22,20,Male,Female,Yes,Married,6.8,Husband,Wife,Husband-Wife
42,39,Male,Male,Yes,Single,28.3,Brother,Brother,Brother-Brother
25,24,Male,Female,Yes,Married,12.4,Husband,Wife,Husband-Wife
70,4,Male,Female,Yes,Married,12.7,Grandfather,Granddaughter,Grandfather-Granddaughter
60,19,Female,Female,Yes,Divorced,29.8,Grandmother,Granddaughter,Grandmother-Granddaughter
30,6,Male,Female,Yes,Widowed,2.4,Father,Daughter,Father-Daughter
25,30,Female,Female,Yes,Single,3.4,Sister,Sister,Sister-Sister
67,40,Male,Female,Yes,Divorced,21.0,Father,Daughter,Father-Daughter
57,59,Male,Male,Yes,Single,27.0,Brother,Brother,Brother-Brother
63,9,Male,Male,Yes,Single,24.3,Father,Son,Father-Son
41,14,Male,Female,Yes,Widowed,4.6,Father,Daughter,Father-Daughter
52,13,Female,Female,Yes,Widowed,26.8,Mother,Daughter,Mother-Daughter
27,22,Male,Male,No,Single,3.8,Roommate,Roommate,Unrelated
42,6,Male,Male,Yes,Divorced,25.1,Father,Son,Father-Son
50,58,Female,Female,Yes,Single,14.4,Sister,Sister,Sister-Sister
60,62,Male,Female,Yes,Single,11.4,Brother,Sister,Brother-Sister
42,12,Male,Female,Yes,Widowed,18.1,Father,Daughter,Father-Daughter
6,2,Male,Female,Yes,Single,13.1,Brother,Sister,Brother-Sister
76,6,Female,Female,Yes,Widowed,0.8,Grandmother,Granddaughter,Grandmother-Granddaughter
43,41,Male,Male,Yes,Single,16.6,Brother,Brother,Brother-Brother
39,19,Female,Female,Yes,Widowed,25.7,Mother,Daughter,Mother-Daughter
33,30,Female,Female,Yes,Single,3.4,Sister,Sister,Sister-Sister
34,11,Female,Female,Yes,Married,19.9,Mother,Daughter,Mother-Daughter
55,6,Male,Male,Yes,Widowed,7.0,Grandfather,Grandson,Grandfather-Grandson
56,0,Male,Female,Yes,Married,13.9,Grandfather,Granddaughter,Grandfather-Granddaughter
61,12,Male,Female,Yes,Widowed,18.4,Grandfather,Granddaughter,Grandfather-Granddaughter
7,4,Male,Female,Yes,Single,5.8,Brother,Sister,Brother-Sister
10,7,Male,Female,Yes,Single,12.4,Brother,Sister,Brother-Sister
55,12,Female,Female,Yes,Widowed,17.4,Grandmother,Granddaughter,Grandmother-Granddaughter
44,18,Female,Female,Yes,Single,3.7,Mother,Daughter,Mother-Daughter
55,8,Male,Female,Yes,Single,18.0,Father,Daughter,Father-Daughter
50,10,Female,Male,Yes,Single,6.7,Grandmother,Grandson,Grandmother-Grandson
38,10,Male,Male,Yes,Single,18.9,Father,Son,Father-Son
58,29,Female,Male,Yes,Single,9.5,Mother,Son,Mother-Son
8,3,Male,Male,Yes,Single,6.5,Brother,Brother,Brother-Brother
35,3,Female,Female,Yes,Single,23.7,Mother,Daughter,Mother-Daughter
50,8,Female,Male,Yes,Married,5.2,Grandmother,Grandson,Grandmother-Grandson
10,3,Female,Female,Yes,Single,22.1,Sister,Sister,Sister-Sister
77,32,Female,Female,Yes,Divorced,10.5,Grandmother,Granddaughter,Grandmother-Granddaughter
31,22,Male,Female,Yes,Married,16.3,Husband,Wife,Husband-Wife
38,47,Male,Female,Yes,Single,28.5,Brother,Sister,Brother-Sister
66,42,Female,Male,No,Single,2.0,Roommate,Roommate,Unrelated
65,25,Male,Female,Yes,Married,14.7,Grandfather,Granddaughter,Grandfather-Granddaughter
34,39,Male,Female,Yes,Single,28.0,Brother,Sister,Brother-Sister
60,24,Female,Female,Yes,Widowed,20.5,Grandmother,Granddaughter,Grandmother-Granddaughter
54,18,Female,Male,Yes,Married,0.8,Grandmother,Grandson,Grandmother-Grandson
33,0,Female,Male,Yes,Married,21.0,Mother,Son,Mother-Son
39,44,Male,Female,Yes,Married,11.2,Husband,Wife,Husband-Wife
73,17,Male,Male,Yes,Divorced,13.2,Grandfather,Grandson,Grandfather-Grandson
54,19,Male,Female,Yes,Divorced,19.7,Grandfather,Granddaughter,Grandfather-Granddaughter
53,28,Female,Male,Yes,Divorced,10.5,Mother,Son,Mother-Son
78,42,Female,Male,Yes,Married,4.1,Grandmother,Grandson,Grandmother-Grandson
80,8,Female,Male,Yes,Widowed,4.2,Grandmother,Grandson,Grandmother-Grandson
80,32,Female,Male,Yes,Single,15.8,Grandmother,Grandson,Grandmother-Grandson
51,23,Male,Male,Yes,Widowed,11.2,Father,Son,Father-Son
66,5,Female,Female,Yes,Widowed,16.9,Grandmother,Granddaughter,Grandmother-Granddaughter
53,4,Male,Female,Yes,Single,15.6,Father,Daughter,Father-Daughter
62,62,Male,Female,Yes,Married,18.1,Husband,Wife,Husband-Wife
74,39,Male,Male,Yes,Widowed,7.8,Grandfather,Grandson,Grandfather-Grandson
87,8,Female,Female,Yes,Widowed,2.8,Grandmother,Granddaughter,Grandmother-Granddaughter
34,26,Male,Female,Yes,Single,11.0,Brother,Sister,Brother-Sister
57,28,Male,Male,Yes,Divorced,11.3,Father,Son,Father-Son
49,24,Male,Male,Yes,Divorced,27.0,Father,Son,Father-Son
77,6,Male,Female,Yes,Single,15.0,Grandfather,Granddaughter,Grandfather-Granddaughter
20,18,Male,Female,Yes,Married,18.9,Husband,Wife,Husband-Wife
25,15,Female,Female,Yes,Single,13.6,Sister,Sister,Sister-Sister
34,15,Female,Female,Yes,Married,21.4,Mother,Daughter,Mother-Daughter
88,15,Male,Female,Yes,Married,2.0,Grandfather,Granddaughter,Grandfather-Granddaughter
51,7,Female,Female,Yes,Married,12.0,Mother,Daughter,Mother-Daughter
44,7,Male,Female,Yes,Widowed,26.9,Father,Daughter,Father-Daughter
77,31,Female,Female,Yes,Divorced,1.1,Grandmother,Granddaughter,Grandmother-Granddaughter
50,15,Female,Female,Yes,Single,13.0,Mother,Daughter,Mother-Daughter
42,49,Female,Female,No,Single,9.5,Roommate,Roommate,Unrelated
70,81,Male,Female,Yes,Married,20.6,Husband,Wife,Husband-Wife
57,14,Male,Female,Yes,Divorced,28.2,Grandfather,Granddaughter,Grandfather-Granddaughter
51,1,Female,Male,Yes,Divorced,6.2,Grandmother,Grandson,Grandmother-Grandson
30,34,Male,Female,Yes,Single,2.3,Brother,Sister,Brother-Sister
72,27,Male,Female,Yes,Divorced,1.2,Grandfather,Granddaughter,Grandfather-Granddaughter
12,4,Male,Male,Yes,Single,16.5,Brother,Brother,Brother-Brother
59,65,Male,Female,Yes,Single,5.1,Brother,Sister,Brother-Sister
80,23,Female,Male,Yes,Widowed,28.0,Grandmother,Grandson,Grandmother-Grandson
29,19,Male,Female,Yes,Single,16.4,Brother,Sister,Brother-Sister
44,48,Male,Female,Yes,Single,11.7,Brother,Sister,Brother-Sister
70,22,Male,Female,Yes,Widowed,24.9,Grandfather,Granddaughter,Grandfather-Granddaughter
15,10,Male,Female,Yes,Single,26.4,Brother,Sister,Brother-Sister
87,46,Female,Male,Yes,Single,24.7,Grandmother,Grandson,Grandmother-Grandson
5,14,Female,Female,Yes,Single,15.5,Sister,Sister,Sister-Sister
45,49,Female,Female,Yes,Single,10.6,Sister,Sister,Sister-Sister
50,17,Male,Female,Yes,Divorced,14.4,Father,Daughter,Father-Daughter
66,9,Male,Female,Yes,Divorced,27.0,Grandfather,Granddaughter,Grandfather-Granddaughter
89,2,Female,Male,Yes,Married,25.6,Grandmother,Grandson,Grandmother-Grandson
53,20,Female,Female,Yes,Married,21.4,Mother,Daughter,Mother-Daughter
58,60,Male,Male,Yes,Single,28.2,Brother,Brother,Brother-Brother
46,1,Female,Female,Yes,Single,9.3,Mother,Daughter,Mother-Daughter
89,32,Female,Male,Yes,Divorced,8.1,Grandmother,Grandson,Grandmother-Grandson
25,19,Male,Female,Yes,Single,8.2,Brother,Sister,Brother-Sister
44,0,Female,Female,Yes,Single,11.2,Mother,Daughter,Mother-Daughter
59,40,Male,Male,Yes,Single,15.2,Father,Son,Father-Son
30,1,Female,Female,Yes,Widowed,25.4,Mother,Daughter,Mother-Daughter
51,51,Male,Female,Yes,Married,17.6,Husband,Wife,Husband-Wife
86,37,Female,Female,Yes,Widowed,19.6,Grandmother,Granddaughter,Grandmother-Granddaughter
83,25,Female,Female,Yes,Widowed,9.8,Grandmother,Granddaughter,Grandmother-Granddaughter
59,56,Male,Female,Yes,Married,20.8,Husband,Wife,Husband-Wife
41,19,Male,Male,Yes,Widowed,27.7,Father,Son,Father-Son
78,1,Female,Male,Yes,Widowed,19.5,Grandmother,Grandson,Grandmother-Grandson
45,14,Female,Female,Yes,Widowed,19.4,Mother,Daughter,Mother-Daughter
43,18,Male,Male,Yes,Single,26.9,Father,Son,Father-Son
5,0,Male,Male,Yes,Single,26.7,Brother,Brother,Brother-Brother
54,11,Male,Female,Yes,Married,16.1,Grandfather,Granddaughter,Grandfather-Granddaughter
54,9,Female,Male,Yes,Divorced,3.6,Mother,Son,Mother-Son
65,24,Female,Female,Yes,Married,4.4,Grandmother,Granddaughter,Grandmother-Granddaughter
64,55,Male,Female,Yes,Married,0.8,Husband,Wife,Husband-Wife
68,4,Male,Female,Yes,Single,2.7,Father,Daughter,Father-Daughter
20,25,Male,Female,No,Single,2.3,Roommate,Roommate,Unrelated
51,8,Male,Female,Yes,Married,9.4,Grandfather,Granddaughter,Grandfather-Granddaughter
70,33,Male,Female,Yes,Married,18.4,Father,Daughter,Father-Daughter
40,47,Female,Female,Yes,Single,20.4,Sister,Sister,Sister-Sister
67,27,Male,Female,Yes,Widowed,7.2,Grandfather,Granddaughter,Grandfather-Granddaughter
86,26,Male,Female,Yes,Married,20.9,Grandfather,Granddaughter,Grandfather-Granddaughter
43,6,Male,Female,Yes,Single,24.1,Father,Daughter,Father-Daughter
62,36,Female,Female,Yes,Married,16.6,Mother,Daughter,Mother-Daughter
70,25,Male,Female,Yes,Divorced,12.4,Grandfather,Granddaughter,Grandfather-Granddaughter
55,16,Male,Male,Yes,Single,26.5,Grandfather,Grandson,Grandfather-Grandson
22,16,Male,Male,Yes,Single,24.6,Brother,Brother,Brother-Brother
62,67,Male,Female,Yes,Married,27.5,Husband,Wife,Husband-Wife
55,12,Female,Male,Yes,Married,15.5,Grandmother,Grandson,Grandmother-Grandson
34,9,Male,Male,Yes,Married,25.6,Father,Son,Father-Son
29,25,Male,Female,Yes,Married,25.1,Husband,Wife,Husband-Wife
58,8,Male,Female,Yes,Single,1.5,Father,Daughter,Father-Daughter
35,26,Male,Male,Yes,Single,15.3,Brother,Brother,Brother-Brother
46,45,Female,Female,Yes,Single,20.5,Sister,Sister,Sister-Sister
52,10,Female,Female,Yes,Divorced,25.4,Mother,Daughter,Mother-Daughter
42,33,Male,Male,Yes,Single,11.5,Brother,Brother,Brother-Brother
35,9,Male,Male,Yes,Divorced,27.3,Father,Son,Father-Son
58,18,Female,Male,Yes,Married,13.9,Grandmother,Grandson,Grandmother-Grandson
52,4,Female,Female,Yes,Married,12.5,Grandmother,Granddaughter,Grandmother-Granddaughter
57,57,Male,Male,Yes,Single,18.0,Brother,Brother,Brother-Brother
9,0,Male,Male,Yes,Single,16.4,Brother,Brother,Brother-Brother
21,58,Male,Male,No,Single,13.8,Roommate,Roommate,Unrelated
56,25,Male,Female,Yes,Widowed,10.6,Father,Daughter,Father-Daughter
72,5,Female,Female,Yes,Married,15.6,Grandmother,Granddaughter,Grandmother-Granddaughter
19,47,Male,Female,No,Single,25.8,Roommate,Roommate,Unrelated
8,8,Male,Male,Yes,Single,27.9,Brother,Brother,Brother-Brother
28,7,Female,Male,Yes,Divorced,24.1,Mother,Son,Mother-Son
30,61,Male,Male,No,Single,13.5,Roommate,Roommate,Unrelated
47,38,Female,Female,Yes,Single,14.7,Sister,Sister,Sister-Sister
30,4,Female,Male,Yes,Widowed,28.0,Mother,Son,Mother-Son
9,4,Female,Female,Yes,Single,4.3,Sister,Sister,Sister-Sister
24,29,Female,Female,Yes,Single,23.2,Sister,Sister,Sister-Sister
53,7,Male,Male,Yes,Divorced,11.3,Grandfather,Grandson,Grandfather-Grandson
35,17,Male,Female,Yes,Widowed,12.3,Father,Daughter,Father-Daughter
31,0,Male,Male,Yes,Divorced,5.6,Father,Son,Father-Son
84,27,Female,Female,Yes,Divorced,15.7,Grandmother,Granddaughter,Grandmother-Granddaughter
73,34,Male,Female,Yes,Single,6.8,Grandfather,Granddaughter,Grandfather-Granddaughter
63,15,Male,Female,Yes,Single,26.9,Father,Daughter,Father-Daughter
89,36,Male,Male,Yes,Widowed,19.5,Grandfather,Grandson,Grandfather-Grandson
58,27,Female,Female,Yes,Married,4.5,Mother,Daughter,Mother-Daughter
10,9,Male,Male,Yes,Single,10.1,Brother,Brother,Brother-Brother
37,0,Female,Female,Yes,Divorced,10.3,Mother,Daughter,Mother-Daughter
55,18,Female,Male,Yes,Single,2.0,Grandmother,Grandson,Grandmother-Grandson
28,3,Female,Female,Yes,Married,26.8,Mother,Daughter,Mother-Daughter
60,63,Male,Female,Yes,Married,7.5,Husband,Wife,Husband-Wife
56,48,Male,Female,Yes,Married,28.1,Husband,Wife,Husband-Wife
34,2,Male,Male,Yes,Married,22.1,Father,Son,Father-Son
65,17,Female,Female,Yes,Widowed,19.7,Mother,Daughter,Mother-Daughter
70,17,Female,Male,Yes,Widowed,5.5,Grandmother,Grandson,Grandmother-Grandson
54,6,Female,Male,Yes,Married,12.1,Mother,Son,Mother-Son
67,17,Female,Female,Yes,Divorced,9.9,Grandmother,Granddaughter,Grandmother-Granddaughter
77,0,Female,Female,Yes,Widowed,4.5,Grandmother,Granddaughter,Grandmother-Granddaughter
66,24,Male,Male,Yes,Married,30.0,Father,Son,Father-Son
68,0,Female,Female,Yes,Single,1.5,Grandmother,Granddaughter,Grandmother-Granddaughter
62,21,Female,Female,Yes,Single,5.1,Grandmother,Granddaughter,Grandmother-Granddaughter
51,6,Male,Male,Yes,Married,16.5,Grandfather,Grandson,Grandfather-Grandson
46,43,Male,Female,Yes,Married,21.4,Husband,Wife,Husband-Wife
38,41,Male,Male,Yes,Single,8.5,Brother,Brother,Brother-Brother
72,36,Female,Female,Yes,Single,21.5,Grandmother,Granddaughter,Grandmother-Granddaughter
33,7,Male,Male,Yes,Single,24.5,Father,Son,Father-Son
47,45,Male,Male,Yes,Single,25.8,Brother,Brother,Brother-Brother
26,6,Female,Female,Yes,Single,12.9,Mother,Daughter,Mother-Daughter
25,21,Male,Female,Yes,Married,17.5,Husband,Wife,Husband-Wife
57,49,Male,Female,Yes,Married,0.8,Husband,Wife,Husband-Wife
31,13,Female,Female,Yes,Widowed,9.2,Mother,Daughter,Mother-Daughter
55,18,Female,Male,Yes,Single,5.3,Grandmother,Grandson,Grandmother-Grandson
54,0,Female,Male,Yes,Divorced,13.9,Grandmother,Grandson,Grandmother-Grandson
61,1,Male,Male,Yes,Divorced,10.5,Grandfather,Grandson,Grandfather-Grandson
65,16,Female,Female,Yes,Single,18.3,Grandmother,Granddaughter,Grandmother-Granddaughter
55,44,Male,Female,Yes,Married,8.6,Husband,Wife,Husband-Wife
60,66,Male,Female,Yes,Married,0.9,Husband,Wife,Husband-Wife
78,15,Female,Female,Yes,Widowed,0.8,Grandmother,Granddaughter,Grandmother-Granddaughter
64,38,Male,Female,Yes,Widowed,13.2,Father,Daughter,Father-Daughter
26,2,Female,Male,Yes,Single,23.9,Mother,Son,Mother-Son
50,68,Female,Female,No,Single,28.2,Roommate,Roommate,Unrelated
69,32,Male,Male,Yes,Widowed,16.6,Grandfather,Grandson,Grandfather-Grandson
83,3,Male,Male,Yes,Widowed,19.7,Grandfather,Grandson,Grandfather-Grandson
67,23,Female,Female,Yes,Married,12.4,Grandmother,Granddaughter,Grandmother-Granddaughter
36,28,Female,Female,Yes,Single,2.5,Sister,Sister,Sister-Sister
65,22,Female,Female,Yes,Single,19.5,Grandmother,Granddaughter,Grandmother-Granddaughter
65,9,Male,Female,Yes,Widowed,25.9,Grandfather,Granddaughter,Grandfather-Granddaughter
18,28,Female,Female,Yes,Single,8.7,Sister,Sister,Sister-Sister
51,56,Male,Female,Yes,Married,1.1,Husband,Wife,Husband-Wife
60,50,Male,Female,Yes,Single,2.6,Brother,Sister,Brother-Sister
25,17,Male,Male,Yes,Single,17.7,Brother,Brother,Brother-Brother
22,44,Male,Female,No,Single,27.9,Roommate,Roommate,Unrelated
10,11,Female,Female,Yes,Single,4.7,Sister,Sister,Sister-Sister
17,18,Male,Male,Yes,Single,11.1,Brother,Brother,Brother-Brother
38,37,Male,Female,Yes,Married,26.8,Husband,Wife,Husband-Wife
79,12,Female,Female,Yes,Single,26.2,Grandmother,Granddaughter,Grandmother-Granddaughter
56,12,Female,Male,Yes,Widowed,12.9,Grandmother,Grandson,Grandmother-Grandson
52,58,Male,Female,Yes,Married,19.4,Husband,Wife,Husband-Wife
31,3,Female,Male,Yes,Married,2.3,Mother,Son,Mother-Son
58,42,Female,Male,No,Single,21.2,Roommate,Roommate,Unrelated
70,25,Female,Female,Yes,Single,27.5,Grandmother,Granddaughter,Grandmother-Granddaughter
22,19,Female,Male,No,Single,25.5,Roommate,Roommate,Unrelated
89,53,Female,Female,Yes,Divorced,23.4,Grandmother,Granddaughter,Grandmother-Granddaughter
28,5,Male,Female,Yes,Widowed,7.0,Father,Daughter,Father-Daughter
53,15,Female,Female,Yes,Single,12.8,Grandmother,Granddaughter,Grandmother-Granddaughter
60,40,Female,Male,No,Single,1.8,Roommate,Roommate,Unrelated
36,12,Female,Female,Yes,Single,17.3,Mother,Daughter,Mother-Daughter
58,20,Female,Male,Yes,Divorced,26.5,Grandmother,Grandson,Grandmother-Grandson
60,41,Female,Male,Yes,Divorced,2.5,Mother,Son,Mother-Son
40,6,Male,Male,Yes,Married,9.2,Father,Son,Father-Son
67,47,Female,Male,No,Single,17.2,Roommate,Roommate,Unrelated
85,30,Male,Male,Yes,Single,3.2,Grandfather,Grandson,Grandfather-Grandson
76,40,Male,Male,Yes,Divorced,24.1,Grandfather,Grandson,Grandfather-Grandson
54,34,Male,Male,Yes,Widowed,27.1,Father,Son,Father-Son
32,3,Male,Female,Yes,Single,24.2,Father,Daughter,Father-Daughter
19,69,Female,Male,No,Single,4.8,Roommate,Roommate,Unrelated
63,0,Male,Male,Yes,Single,5.9,Grandfather,Grandson,Grandfather-Grandson
74,39,Male,Female,Yes,Married,23.9,Grandfather,Granddaughter,Grandfather-Granddaughter
52,63,Male,Male,No,Single,19.3,Roommate,Roommate,Unrelated
24,22,Male,Female,Yes,Single,4.1,Brother,Sister,Brother-Sister
59,22,Female,Female,Yes,Single,7.8,Grandmother,Granddaughter,Grandmother-Granddaughter
17,15,Female,Female,Yes,Single,17.4,Sister,Sister,Sister-Sister
37,31,Male,Female,Yes,Single,7.6,Brother,Sister,Brother-Sister
20,10,Female,Female,Yes,Single,2.0,Sister,Sister,Sister-Sister
37,3,Female,Female,Yes,Single,12.7,Mother,Daughter,Mother-Daughter
26,26,Male,Female,Yes,Single,6.0,Brother,Sister,Brother-Sister
43,34,Male,Female,Yes,Married,19.0,Husband,Wife,Husband-Wife
67,56,Male,Female,Yes,Married,15.2,Husband,Wife,Husband-Wife
51,43,Female,Female,Yes,Single,7.2,Sister,Sister,Sister-Sister
72,26,Female,Male,Yes,Widowed,4.9,Grandmother,Grandson,Grandmother-Grandson
44,12,Female,Female,Yes,Widowed,8.6,Mother,Daughter,Mother-Daughter
59,18,Male,Female,Yes,Married,10.6,Grandfather,Granddaughter,Grandfather-Granddaughter
33,7,Male,Male,Yes,Married,19.5,Father,Son,Father-Son
10,18,Male,Female,Yes,Single,8.2,Brother,Sister,Brother-Sister
67,69,Male,Male,Yes,Single,15.9,Roommate,Roommate,Unrelated
57,24,Female,Female,Yes,Married,0.8,Mother,Daughter,Mother-Daughter
62,52,Male,Female,Yes,Married,4.7,Husband,Wife,Husband-Wife
50,3,Male,Male,Yes,Widowed,28.7,Grandfather,Grandson,Grandfather-Grandson
34,44,Male,Female,Yes,Married,21.2,Husband,Wife,Husband-Wife
69,6,Male,Female,Yes,Divorced,0.8,Father,Daughter,Father-Daughter
58,6,Male,Male,Yes,Single,17.9,Grandfather,Grandson,Grandfather-Grandson
85,27,Male,Female,Yes,Divorced,20.5,Grandfather,Granddaughter,Grandfather-Granddaughter
44,39,Female,Female,Yes,Single,8.2,Sister,Sister,Sister-Sister
66,11,Male,Male,Yes,Widowed,25.9,Grandfather,Grandson,Grandfather-Grandson
31,36,Male,Female,Yes,Married,2.2,Husband,Wife,Husband-Wife
39,46,Male,Male,Yes,Single,17.6,Brother,Brother,Brother-Brother
37,62,Male,Female,No,Single,19.2,Roommate,Roommate,Unrelated
24,34,Male,Male,Yes,Single,24.0,Brother,Brother,Brother-Brother
27,19,Male,Female,Yes,Married,28.0,Husband,Wife,Husband-Wife
36,9,Female,Female,Yes,Divorced,20.8,Mother,Daughter,Mother-Daughter
21,24,Male,Female,Yes,Single,1.2,Brother,Sister,Brother-Sister
87,34,Female,Female,Yes,Married,7.0,Grandmother,Granddaughter,Grandmother-Granddaughter
7,17,Male,Female,Yes,Single,7.1,Brother,Sister,Brother-Sister
52,12,Male,Male,Yes,Single,18.5,Father,Son,Father-Son
61,9,Male,Male,Yes,Widowed,13.5,Grandfather,Grandson,Grandfather-Grandson
64,34,Female,Male,Yes,Divorced,0.7,Mother,Son,Mother-Son
62,37,Female,Male,Yes,Widowed,25.0,Mother,Son,Mother-Son
42,44,Male,Male,Yes,Single,4.7,Brother,Brother,Brother-Brother
58,54,Female,Female,Yes,Single,16.4,Sister,Sister,Sister-Sister
25,2,Female,Male,Yes,Single,13.8,Mother,Son,Mother-Son
34,23,Male,Female,Yes,Married,26.1,Husband,Wife,Husband-Wife
62,7,Female,Female,Yes,Single,12.4,Grandmother,Granddaughter,Grandmother-Granddaughter
46,19,Male,Male,Yes,Divorced,19.2,Father,Son,Father-Son
71,33,Female,Female,Yes,Widowed,10.8,Grandmother,Granddaughter,Grandmother-Granddaughter
